Model ,modelA_EX_ca2_e,modelA_EX_cl_e,modelA_EX_co2_e,modelA_EX_cobalt2_e,modelA_EX_cu2_e,modelA_EX_fe3_e,modelA_EX_fe3pyovd_kt_e,modelA_EX_h2o_e,modelA_EX_h_e,modelA_EX_k_e,modelA_EX_mg2_e,modelA_EX_mn2_e,modelA_EX_nh4_e,modelA_EX_o2_e,modelA_EX_pyovd_kt_e,modelA_EX_zn2_e,modelB_EX_ca2_e,modelB_EX_cl_e,modelB_EX_co2_e,modelB_EX_cobalt2_e,modelB_EX_cu2_e,modelB_EX_fe3_e,modelB_EX_fe3pyovd_kt_e,modelB_EX_h2o_e,modelB_EX_h_e,modelB_EX_k_e,modelB_EX_mg2_e,modelB_EX_mn2_e,modelB_EX_nh4_e,modelB_EX_o2_e,modelB_EX_pyovd_kt_e,modelB_EX_zn2_e,interaction_type
SRR13077664.bin.33.fbc2XSRR13077664.bin.27.fbc2 ,-0.2016875385739922,-0.2016875385739922,604.3118966573966,-0.0038748806642843,-0.0274729039094836,-1000.0,1000.0,-1000.0,-263.6068855010974,-7.563495814962607,-0.3361458976233962,-0.0267754253899283,989.1536168586968,-110.0223662009438,-1000.0,-0.0132133430651038,-0.0900838189696742,-0.0900838189696742,395.6881033426034,-0.0017307169830473,-0.012270783410031,0.0,0.0,3.357844304922196,228.76666215564887,-3.37823840079534,-0.1501396982827145,-0.011959254353087,10.846383141303136,-500.1839406009624,0.0,-0.0059017449123075, Neutralism
SRR13077664.bin.30.fbc2XSRR13077664.bin.17.fbc2 ,-0.0956564907930896,-0.0956564907930896,2.1996306541366266,-0.0018377808029299,-0.013029865892804,-1000.0,999.8565060749064,-1000.0,650.370213591629,-3.587219482685555,-0.1594274846552252,-0.0126990653483289,174.9527451422141,-153.64688487423382,-999.8565060749064,-0.0062668325380172,-0.0417054273075336,-0.0417054273075336,997.8003693458634,-0.0008012570087885,-0.0056809121923606,1000.0,-1000.0,154.44574143390082,-975.4129440425952,-1.5639975931682102,-0.0695090455125182,-0.0055366859307923,825.0472548577859,-500.0156405368116,1000.0,-0.0027322863999188, Neutralism
SRR13077664.bin.18.fbc2XSRR13077664.bin.32.fbc2 ,-0.0828757717656571,-0.0828757717656571,190.2535165726088,-0.001592233847532,-0.0112889379792022,999.8756783811824,-1000.0,488.9049600885926,-3.3592472045759223,-3.107929014075239,-0.1381262862761332,-0.011002335886701,0.0,-284.84741787948724,1000.0,-0.0054295174202252,-0.1065660578036613,-0.1065660578036613,809.7464834273912,-0.0020473786321417,-0.0145159145019988,-1000.0,999.8401406764016,511.0950399114074,-91.1913214498104,-3.996339773460704,-0.1776100963393219,-0.0141473863482133,1000.0,-23.82640067326713,-999.8401406764012,-0.0069815611356034, Amensalism
SRR13077664.bin.30.fbc2XSRR13077664.bin.7.fbc2 ,-0.0956564907930896,-0.0956564907930896,2.1996306541367403,-0.0018377808029299,-0.013029865892804,-1000.0,999.8565060749064,-1000.0,650.3702135916301,-3.587219482685555,-0.1594274846552252,-0.0126990653483289,174.9527451422141,-153.64688487423382,-999.8565060749064,-0.0062668325380172,-0.0864706407421636,-0.0864706407421636,997.8003693458631,-0.0016612995339073,-0.0117786136956965,0.0,-0.1297142676108933,1000.0,-928.5129635643974,-3.2427403993043526,-0.1441177345702726,-0.011479579779575,825.0472548577859,-500.0,0.1297142676108933,-0.0056650314107855, Amensalism
SRR13077664.bin.21.fbc2XSRR13077664.bin.25.fbc2 ,-0.2151572704159434,-0.2151572704159434,507.0219603109945,-0.004133665137715,-0.0293076858260974,1000.0,-1000.0,-1000.0,0.0,-8.068624992179139,-0.3585954506932012,-0.0285636261013451,666.3440981744807,-0.4393259308319557,1000.0,-0.014095798119456,-0.1866891988873931,-0.1866891988873931,492.9780396890055,-0.0035867281246737,-0.0254299024036299,-1000.0,999.7199482680282,850.8131539963697,1000.0,-7.001042228324536,-0.3111486648123218,-0.0247842913412341,333.6559018255193,-745.1619241262597,-999.7199482680282,-0.0122307429049897, Competition
SRR13077664.bin.17.fbc2XSRR13077664.bin.2.fbc2 ,-0.0416990405595925,-0.0416990405595925,23.444842927905825,-0.0008011343046518,-0.0056800422203195,1000.0,-1000.0,55.34340057838836,-15.575516959115362,-1.5637580833699758,-0.0694984009326162,-0.005535838045489,1.572394311174662,-500.0156381416277,1000.0,-0.0027318679790369,-0.0537254686145161,-0.0537254686145161,976.555157072094,-0.0010321895987317,-0.0073182242550728,-1000.0,999.8500951045746,-1000.0,-174.59714875486463,-2.0147618434741617,-0.0895424476909738,-0.0071324301272852,975.655376755078,-499.98436185837227,-999.8500951045746,-0.0035197665316673, Amensalism
SRR13077664.bin.33.fbc2XSRR13077664.bin.32.fbc2 ,-0.1687583433857753,-0.1687583433857753,11.176373883801716,-0.0032422352235244,-0.0229874477349767,1000.0,-1000.0,-1000.0,472.1487617279554,-6.328616199902854,-0.2812639056429589,-0.0224038453947059,236.39327090938968,-122.96450446268555,1000.0,-0.0110560221122568,-0.0949045231213858,-0.0949045231213858,988.8236261161984,-0.0018233337775654,-0.0129274364828688,-1000.0,999.8576340986492,1000.0,-531.3819479292023,-3.559019900408771,-0.1581742052022718,-0.0125992364028206,763.6067290906103,-191.0987598480949,-999.8576340986492,-0.0062175681814551, Competition
SRR13077664.bin.32.fbc2XSRR13077664.bin.3.fbc2 ,-0.0775193858038392,-0.0775193858038392,976.266548131258,-0.0014893253757009,-0.0105593169134863,-1000.0,999.8837134746672,390.1951288342564,34.86611354289107,-2.9070588805394664,-0.1291989763396941,-0.0102912383458715,989.2425901264062,-6.969708211983516,-999.8837134746674,-0.0050785995310889,-0.08671575305857,-0.08671575305857,23.73345186874201,-0.0016660087043192,-0.0118120017134515,1000.0,-1000.0,117.94304535995252,965.1338864571088,-3.2519323701759504,-0.1445262550976167,-0.0115121201466763,10.757409873593817,-501.83340092885976,1000.0,-0.0056810896816159, Competition
SRR13077664.bin.32.fbc2XSRR13077664.bin.27.fbc2 ,-0.1101049848600723,-0.1101049848600723,905.2859808588807,-0.0021153695457769,-0.0149979700798894,-1000.0,999.8348319458624,665.9379737526453,-149.7111906864875,-4.1290532775772135,-0.1835083081000448,-0.01461720356167,840.9920745898921,-38.34740951271738,-999.8348319458622,-0.0072134101512801,-0.0893868326033953,-0.0893868326033953,94.71401914111924,-0.0017173262748428,-0.0121758432883325,1000.0,-1000.0,334.06202624735465,674.2682709201508,-3.3521006755738654,-0.1489780543390679,-0.0118667245588994,159.00792541010787,-500.1825174364859,1000.0,-0.0058560825971198, Amensalism
SRR13077664.bin.18.fbc2XSRR13077664.bin.3.fbc2 ,-0.0828761320115063,-0.0828761320115063,190.26220923928304,-0.001592240768673,-0.0112889870501931,-1000.0,999.8756778407788,492.8187590880352,-3.359261806607492,-3.107942523674865,-0.1381268866858818,-0.0110023837117978,-1.5348564114090095,-284.8474141113711,-999.8756778407788,-0.0054295410212716,-0.1013262387369877,-0.1013262387369877,809.737790760717,-0.0019467096778953,-0.0138021716165894,1000.0,-1000.0,-383.5322137746482,497.07450621650514,-3.799841021671455,-0.1688770645616841,-0.0134517638746274,166.4023774317982,-715.1525858886289,1000.0,-0.0066382800017663, Neutralism
SRR13077664.bin.4.fbc2XSRR13077664.bin.32.fbc2 ,-0.0905195509186569,-0.0905195509186569,570.6028597122361,-0.0017390883941743,-0.0123301367149224,1000.0,-1000.0,678.8773466420303,-582.1272419923847,-3.394578809312293,-0.1508659181978373,-0.0120171008039733,-7.26412004996746,-284.7782511990456,1000.0,-0.0059302914243062,-0.0695193189892506,-0.0695193189892506,429.39714028776393,-0.0013356257250052,-0.0094695863906508,-1000.0,999.8957143433876,321.12265335796974,-171.4356210816236,-2.6070479215102296,-0.1158655316486374,-0.0092291737601044,997.6652407511992,-12.114536698312008,-999.8957143433876,-0.0045544837224724, Amensalism
SRR13077664.bin.21.fbc2XSRR13077664.bin.32.fbc2 ,-0.21203673560683,-0.21203673560683,606.8733201447428,-0.0040737124996894,-0.0288826216225288,1000.0,-1000.0,-1000.0,600.4587979720143,-7.951601639443652,-0.3533945593446788,-0.0281493533725551,115.75432372213868,-405.8144075527348,1000.0,-0.0138913596238126,-0.0601115410574948,-0.0601115410574948,393.1266798552572,-0.0011548807119652,-0.0081881042477789,-1000.0,999.9098269140102,61.05256689660837,99.58161026703374,-2.254246308096185,-0.1001859017625292,-0.0079802257196206,750.3129233859779,-1.1095949520423574,-999.9098269140102,-0.0039381432277423, Competition
SRR13077664.bin.10.fbc2XSRR13077664.bin.33.fbc2 ,-0.086925493274748,-0.086925493274748,613.3499520332034,-0.0016700382954013,-0.0118405715143126,0.0,0.0,-14.069127415440562,-235.53898492667255,-3.2597978499105693,-0.144875822124618,-0.0115399646210789,218.6954154992773,-500.1774916700335,0.0,-0.005694830587231,-0.1923269634661437,-0.1923269634661437,386.6500479667966,-0.0036950425258055,-0.0261978515077316,-1000.0,1000.0,-985.9308725845594,-36.67694669150183,-7.212464357317344,-0.3205449391101638,-0.0255327438530912,781.3045845007227,-116.7680536114226,-1000.0,-0.0126000950128855, Neutralism
SRR13077664.bin.21.fbc2XSRR13077664.bin.17.fbc2 ,-0.2464453672207582,-0.2464453672207582,843.8625072385821,-0.0047347813107307,-0.0335695994926936,-1000.0,1000.0,-1000.0,-247.87875564520323,-9.241961683750333,-0.4107422787012638,-0.0327173388567416,851.2341532470641,-0.5032125576988165,-1000.0,-0.0161456042693544,-0.0190095735360955,-0.0190095735360955,156.1374927614179,-0.0003652175511206,-0.0025893924374713,1000.0,-1000.0,0.0,3.009845491038164,-0.7128790945685068,-0.0316826225601971,-0.002523653278331,148.7658467529359,-231.3117311798221,1000.0,-0.001245391849352, Amensalism
SRR13077664.bin.33.fbc2XSRR13077664.bin.3.fbc2 ,-0.195196314675627,-0.195196314675627,326.2507113345405,-0.0037501693501553,-0.0265887006926277,0.0,0.0,-1000.0,-158.85295324151048,-7.320068059648861,-0.3253271911260071,-0.0259136702095474,860.906381820138,-122.6445748837076,0.0,-0.0127880774840605,-0.0989544590262312,-0.0989544590262312,673.7492886654595,-0.0019011423444226,-0.013479099221854,-1000.0,1000.0,0.0,578.7968796782516,-3.710896776311188,-0.1649240983770141,-0.0131368935998352,139.093618179862,-827.1706617909458,-1000.0,-0.0064828953944697, Neutralism
SRR13077664.bin.30.fbc2XSRR13077664.bin.2.fbc2 ,-0.0949637501789766,-0.0949637501789766,5.32110810128836,-0.0018244716652588,-0.0129355041069629,999.8575452523733,-1000.0,-1000.0,678.732657527036,-3.5612409776541654,-0.158272916964961,-0.01260709920723,156.06441422492708,-156.4843408288665,1000.0,-0.0062214483787101,-0.0730682503564139,-0.0730682503564139,854.4438038996495,-0.0014038088445431,-0.0099530047075404,-1000.0,999.7961248415128,0.0,-23.74292782503676,-2.7401365978521426,-0.121780417260652,-0.0097003191154954,843.9355857750729,-843.5156591711335,-999.7961248415128,-0.004786988159708, Amensalism
SRR13077664.bin.10.fbc2XSRR13077664.bin.9.fbc2 ,-0.0870547304288038,-0.0870547304288038,615.2443553842063,-0.0016725212378787,-0.0118581755762079,-1000.0,1000.0,-489.5866500837764,-236.3237526873036,-3.264644379750166,-0.1450912173813776,-0.0115571217534125,224.97114404335025,-500.1777555571562,-1000.0,-0.0057032974209505,-0.0133363283907783,-0.0133363283907783,384.7556446157937,-0.000256221486893,-0.0018166103418479,1000.0,-1000.0,99.13126118468062,-449.1787928598586,-0.5001264068356477,-0.0222272139845927,-0.0017704904742004,775.0288559566497,-0.0069251543467316,1000.0,-0.0008737152701314, Amensalism
SRR13077664.bin.24.fbc2XSRR13077664.bin.3.fbc2 ,-0.0974379664836533,-0.0974379664836533,101.22694617478987,-0.0018720070410154,-0.0132725299206413,-1000.0,999.8538336902392,-211.46469762102072,-1000.0,-3.6540267035252327,-0.1623966108061267,-0.0129355686532335,-7.513431299517833,-0.1567993097535236,-999.8538336902392,-0.0063835440097363,-0.1028790813344358,-0.1028790813344358,898.7730538252101,-0.0019765433493148,-0.0140136923470208,1000.0,-1000.0,0.0,443.1044977482268,-3.8580742599262976,-0.1714651355574687,-0.0136579145440691,184.2777009410356,-958.6131442509771,1000.0,-0.0067400128212966, Neutralism
SRR13077664.bin.10.fbc2XSRR13077664.bin.17.fbc2 ,-0.0870547304288038,-0.0870547304288038,973.7743408591286,-0.0016725212378787,-0.0118581755762079,0.0,0.0,0.0,-953.3837236371486,-3.264644379750166,-0.1450912173813776,-0.0115571217534125,942.0311149931954,-500.17775555715616,0.0,-0.0057032974209505,-0.0416892964786939,-0.0416892964786939,26.22565914087136,-0.0008009470985825,-0.0056787149286492,-1000.0,1000.0,1000.0,-18.358172047697167,-1.5633926700397751,-0.0694821607977473,-0.0055345444508247,57.96888500680461,-499.82224444284384,-1000.0,-0.0027312296059562, Neutralism
SRR13077664.bin.10.fbc2XSRR13077664.bin.24.fbc2 ,-0.0870547304288038,-0.0870547304288038,615.2443553842061,-0.0016725212378787,-0.0118581755762079,1000.0,-1000.0,-489.5866500837759,-236.3237526873036,-3.264644379750166,-0.1450912173813776,-0.0115571217534125,224.97114404335,-500.1777555571562,1000.0,-0.0057032974209505,-0.0974379664836533,-0.0974379664836533,384.7556446157939,-0.0018720070410154,-0.0132725299206413,-1000.0,999.8538336902392,-358.8894280501934,-763.6762473126964,-3.6540267035252327,-0.1623966108061267,-0.0129355686532335,-7.513431299517833,-0.1567993097535236,-999.8538336902392,-0.0063835440097363, Neutralism
SRR13077664.bin.30.fbc2XSRR13077664.bin.33.fbc2 ,-0.0955419615734172,-0.0955419615734172,5.353507046457594,-0.0018355804336351,-0.013014265274819,-1000.0,999.8566778797376,-88.09726450696417,652.4215018381756,-3.5829245159272887,-0.1592366026223999,-0.0126838607967556,169.1921709643234,-154.11599497077918,-999.8566778797376,-0.0062593292789188,-0.1973248514527767,-0.1973248514527767,994.6464929535424,-0.0037910634284799,-0.026878639708002,1000.0,-1000.0,-911.9027354930358,-48.898618467130746,-7.399890437968679,-0.3288747524213704,-0.0261962482908302,830.8078290356766,-82.4295799575857,1000.0,-0.0129275262911505, Neutralism
SRR13077664.bin.4.fbc2XSRR13077664.bin.17.fbc2 ,-0.0905195509186569,-0.0905195509186569,696.9356140407781,-0.0017390883941743,-0.0123301367149224,0.0,0.0,0.0,-455.7944876638446,-3.394578809312293,-0.1508659181978373,-0.0120171008039733,119.06863427857456,-284.7782511990456,0.0,-0.0059302914243062,-0.0417054273075336,-0.0417054273075336,303.0643859592219,-0.0008012570087885,-0.0056809121923606,-1000.0,1000.0,-1000.0,-0.8501416988967776,-1.5639975931682102,-0.0695090455125182,-0.0055366859307923,880.9313657214254,-500.0156405368116,-1000.0,-0.0027322863999188, Neutralism
SRR13077664.bin.9.fbc2XSRR13077664.bin.17.fbc2 ,-0.0340385080562555,-0.0340385080562555,982.0175182545844,-0.0006539578877209,-0.0046365614240357,-1000.0,1000.0,57.43347391125712,-658.3079469579783,-1.2764800197921886,-0.0567308467603879,-0.0045188490041709,988.8471589396474,-0.0176751737894846,-1000.0,-0.0022299963972045,-0.0415495272893622,-0.0415495272893622,17.982481745415498,-0.0007982618114965,-0.0056596762436811,1000.0,-1000.0,-458.28761399677614,-10.442627526648494,-1.5581511777488686,-0.0692492121488612,-0.0055159891176117,11.152841060352555,-500.0155820705608,1000.0,-0.0027220727772601, Neutralism
SRR13077664.bin.7.fbc2XSRR13077664.bin.25.fbc2 ,-0.171649696376221,-0.171649696376221,14.003647218025094,-0.0032977847527035,-0.0233812938963637,-1000.0,999.742508966512,427.5426158747128,830.094278633045,-6.437044992271012,-0.2860828272937397,-0.022787692640918,62.746039848891314,-500.0,-999.742508966512,-0.0112454460065691,-0.2388860579233096,-0.2388860579233096,985.996352781975,-0.0045895496239154,-0.0325399068333354,999.6416479653668,-1000.0,572.4573841252873,169.90572136695505,-8.958479597354653,-0.3981434298722206,-0.031713787901026,937.2539601511088,-409.8399169962668,1000.0,-0.0156503642174357, Neutralism
SRR13077664.bin.18.fbc2XSRR13077664.bin.30.fbc2 ,-0.0828761320115063,-0.0828761320115063,469.42778176973206,-0.001592240768673,-0.0112889870501931,-1000.0,999.8756778407788,1000.0,-3.35926180660897,-3.107942523674865,-0.1381268866858818,-0.0110023837117978,2.304911814381967,-287.98864064557324,-999.8756778407788,-0.0054295410212716,-0.0955976541248446,-0.0955976541248446,3.819859793445517,-0.0018366504154982,-0.0130218514456146,999.8565943355608,-1000.0,-1000.0,651.4240142409747,-3.5850130454545024,-0.1593294235414077,-0.0126912543707931,171.99338688553257,-153.88787905200752,1000.0,-0.0062629779167764, Neutralism
SRR13077664.bin.21.fbc2XSRR13077664.bin.26.fbc2 ,-0.2177538849113034,-0.2177538849113034,493.3795803203143,-0.0041835520636368,-0.0296613841310318,-1000.0,1000.0,-693.3132867247655,38.939655226381774,-8.166000779536716,-0.3629231415187632,-0.028908344759543,863.2998383354698,-0.4446279133212556,-1000.0,-0.0142659125369846,-0.0724446301253465,-0.0724446301253465,506.6204196796857,-0.0013918276681579,-0.0098680581669441,1000.0,-1000.0,-306.6867132752345,-18.271509996968348,-2.716750180220515,-0.120741050208835,-0.0096175291866984,11.398929419081696,-500.1463715567172,1000.0,-0.0047461323482593, Competition
SRR13077664.bin.30.fbc2XSRR13077664.bin.21.fbc2 ,-0.0956564907930896,-0.0956564907930896,2.1996306541366266,-0.0018377808029299,-0.013029865892804,-1000.0,999.8565060749064,-87.44003998789663,650.370213591629,-3.587219482685555,-0.1594274846552252,-0.0126990653483289,174.9527451422141,-153.64688487423382,-999.8565060749064,-0.0062668325380172,-0.2590599171496706,-0.2590599171496706,997.8003693458634,-0.0049771357761301,-0.0352878926530593,1000.0,-1000.0,-912.5599600121034,-544.490342836698,-9.715020635581368,-0.4317665285827843,-0.0343920082133308,825.0472548577859,-7.305514299520041,1000.0,-0.0169720329967049, Neutralism
SRR13077664.bin.20.fbc2XSRR13077664.bin.17.fbc2 ,-0.0560827205582654,-0.0560827205582654,263.0767368390259,-0.0010774778205586,-0.0076393177474756,-1000.0,1000.0,108.47786216763645,-130.3152672887211,-2.103161282213705,-0.0934712009303666,-0.0074453717397773,996.8802577608542,-256.1260464870977,-1000.0,-0.0036741993679925,-0.0417054273075336,-0.0417054273075336,736.9232631609741,-0.0008012570087885,-0.0056809121923606,0.0,0.0,742.3067327264937,-702.5797612124906,-1.5639975931682102,-0.0695090455125182,-0.0055366859307923,3.119742239145808,-500.0156405368116,0.0,-0.0027322863999188, Neutralism
SRR13077664.bin.17.fbc2XSRR13077664.bin.7.fbc2 ,-0.0417054273075336,-0.0417054273075336,952.1643900420815,-0.0008012570087885,-0.0056809121923606,1000.0,-1000.0,-930.552354812019,-20.220826351495703,-1.5639975931682102,-0.0695090455125182,-0.0055366859307923,925.8525280983116,-500.0156405368116,1000.0,-0.0027322863999188,-0.171649696376221,-0.171649696376221,47.83560995791845,-0.0032977847527035,-0.0233812938963637,-1000.0,999.742508966512,145.28627940205251,977.4582760626004,-6.437044992271012,-0.2860828272937397,-0.022787692640918,74.14747190168828,-499.9843594631884,-999.742508966512,-0.0112454460065691, Neutralism
SRR13077664.bin.9.fbc2XSRR13077664.bin.21.fbc2 ,0.0,0.0,0.0,0.0,0.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000.0,0.0,-0.2601774081890653,-0.2601774081890653,1000.0,-0.0049986053446673,-0.0354401118935356,1000.0,-1000.0,-1000.0,-542.7167342954275,-9.756927730382811,-0.4336290136484422,-0.0345403629315796,877.2417156772053,-0.5312517760294213,1000.0,-0.0170452442253008, Amensalism
SRR13077664.bin.20.fbc2XSRR13077664.bin.24.fbc2 ,-0.0560827205582654,-0.0560827205582654,263.07673683902567,-0.0010774778205586,-0.0076393177474756,1000.0,-1000.0,108.47786216763645,-133.43500952786633,-2.103161282213705,-0.0934712009303666,-0.0074453717397773,1000.0,-255.34611092731143,1000.0,-0.0036741993679925,-0.0974379664836533,-0.0974379664836533,626.6407336361278,-0.0018720070410154,-0.0132725299206413,-1000.0,999.8538336902392,-1000.0,-661.9634149217962,-3.6540267035252327,-0.1623966108061267,-0.0129355686532335,-10.233869371629453,114.56624985532903,-999.8538336902392,-0.0063835440097363, Neutralism
SRR13077664.bin.20.fbc2XSRR13077664.bin.3.fbc2 ,0.0,0.0,0.0,0.0,0.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000.0,0.0,-0.104644556143171,-0.104644556143171,1000.0,-0.0020104621737573,-0.0142541768118462,0.0,0.0,-35.930582902797255,382.0657586290277,-3.9242814307878007,-0.1744075935719138,-0.013892293620529,204.60070947099095,-1000.0,0.0,-0.006855676012492, Amensalism
SRR13077668.bin.5.fbc2XSRR13077668.bin.28.fbc2 ,-0.1896825744663601,-0.1896825744663601,980.0092058853576,-0.0036442377419234,-0.0258376455901725,0.0,0.0,329.08306156808,-969.08140065375,-7.113296975565731,-0.3161376241106381,-0.0251816827966422,-77.61446523390771,5.943976905677232,0.0,-0.0124268506999669,-0.0866978378978728,-0.0866978378978728,19.990794114642654,-0.0016656645129842,-0.0118095613966033,-1000.0,1000.0,670.91693843192,-30.918599346250065,-3.251260532719698,-0.1444963964964927,-0.0115097417843799,43.32171761904237,-333.5910532750961,-1000.0,-0.0056799159890488, Neutralism
SRR13077668.bin.7.fbc2XSRR13077668.bin.17.fbc2 ,-0.1154022109600418,-0.1154022109600418,782.8049685784504,-0.0022171414209424,-0.0157195326744385,1000.0,-1000.0,321.2725163459859,-885.1672063854032,-4.327704853779324,-0.1923370182666985,-0.0153204472187553,1000.0,-400.5926019932722,1000.0,-0.0075604522454568,-0.0096360383814726,-0.0096360383814726,217.19503142154963,-0.000185130420391,-0.0013125746805826,-991.6593910009288,1000.0,342.8056897195136,-114.83279361459677,-0.3613616214790909,-0.016060063969121,-0.0012792512048918,0.0,-3.06199087650009,-1000.0,-0.00063129473358, Amensalism
SRR13077668.bin.39.fbc2XSRR13077668.bin.17.fbc2 ,-0.050814307825135,-0.050814307825135,79.11540734721234,-0.0009762595162783,-0.0069216799707874,-1000.0,999.9237736569646,-1000.0,-48.51137020170927,-1.905590237717206,-0.0846905130418917,-0.006745953257905,19.23495813506304,-0.0847002756371466,-999.9237736569646,-0.0033290449506466,-0.0626120403585446,-0.0626120403585446,920.8845926527875,-0.001202921044296,-0.0085287102044731,0.0,-0.0939240751430361,910.9329479937696,-951.4886297982908,-2.3480176741036303,-0.1043534005975743,-0.0083121844164679,980.7650418649368,-564.0121496631616,0.0939240751430361,-0.0041019607612042, Amensalism
SRR13077668.bin.27.fbc2XSRR13077668.bin.25.fbc2 ,-0.1528808502873744,-0.1528808502873744,790.0153779851801,-0.0029371921284564,-0.0208246921908994,-1000.0,1000.0,579.5354781645779,-57.88262846560872,-5.733193431343921,-0.2548014171455861,-0.0202959976078318,-88.91144920200475,-655.1149994173434,-1000.0,-0.0100158251581206,-0.0729180334379862,-0.0729180334379862,209.98462201481996,-0.0014009228326585,-0.0099325428833481,1000.0,-1000.0,282.8612511785018,-237.70993501472344,-2.7345033046808567,-0.121530055729977,-0.0096803767734172,17.160274471523508,-344.88500058265663,1000.0,-0.0047771468592827, Competition
SRR13077668.bin.19.fbc2XSRR13077668.bin.28.fbc2 ,-0.141917923382266,-0.141917923382266,986.881986366364,-0.0027265691331876,-0.0193313751542518,-1000.0,1000.0,-1000.0,-978.60482494486,-5.3220720881371335,-0.2365298723037767,-0.0188405927102621,829.7861840658022,-0.2897797674748972,-1000.0,-0.009297600744162,-0.0889151285794014,-0.0889151285794014,13.118013633635996,-0.001708263757564,-0.0121115900408312,0.0,0.0,948.299626570411,-21.39517505513993,-3.3344112762354143,-0.148191880965669,-0.011804102564497,-1.7735877636173427,-416.6998696199005,0.0,-0.0058251794131365, Neutralism
SRR13077668.bin.33.fbc2XSRR13077668.bin.25.fbc2 ,-0.1399993524056526,-0.1399993524056526,804.2475868719785,-0.0026897089799149,-0.0190700366676992,-1000.0,999.7899875228468,-827.746025100576,-799.7849293208285,-5.25012364920417,-0.2333322540093831,-0.0185858890513372,782.3631552816928,-5.059674322031583,-999.7899875228468,-0.0091719076215213,-0.0693506911784425,-0.0693506911784425,195.75241312802157,-0.0013323859976708,-0.0094466167234941,1000.0,-1000.0,151.69487728817035,-124.41792962612544,-2.6007242004216096,-0.1155844852974041,-0.0092067872438974,217.6368447183072,-333.8801966787771,1000.0,-0.0045434362519927, Competition
SRR13077668.bin.5.fbc2XSRR13077668.bin.33.fbc2 ,-0.1408798316064121,-0.1408798316064121,568.5497657363235,-0.0027066250067946,-0.0191899712986014,-1000.0,1000.0,809.6897302384643,-108.37240712770938,-5.283142549617651,-0.234799719344096,-0.0187027787973192,66.46920774593264,-500.0528333201337,-1000.0,-0.0092295912733106,-0.0751046747022883,-0.0751046747022883,431.4502342636765,-0.0014429332316012,-0.010230396611746,999.8873357732804,-1000.0,72.60691399052484,-448.8573959869377,-2.8165046626654657,-0.1251744578372609,-0.0099706686299896,439.5112336692996,-2.714335370316689,1000.0,-0.0049204023196125, Competition
SRR13077668.bin.33.fbc2XSRR13077668.bin.27.fbc2 ,-0.1040337891092804,-0.1040337891092804,597.6379347944267,-0.0019987279367796,-0.0141709810717429,-1000.0,999.8439393226964,0.0,-722.3239867184109,-3.901377021632584,-0.1733896485153536,-0.0138112100430589,709.3778327887478,-3.759853758855797,-999.8439393226964,-0.0068156622644437,-0.1176865526580286,-0.1176865526580286,402.3620652055733,-0.0022610288694977,-0.0160306946847867,0.0,0.0,-896.1728494376116,986.7785884649588,-4.41337008126402,-0.1961442544300098,-0.0156237094882953,-29.38668265818524,-400.5017697877506,0.0,-0.0077101084450532, Competition
SRR13077668.bin.28.fbc2XSRR13077668.bin.25.fbc2 ,-0.0889151285794014,-0.0889151285794014,13.118013633635996,-0.001708263757564,-0.0121115900408312,0.0,0.0,864.035305148308,-252.49017917673572,-3.3344112762354143,-0.148191880965669,-0.011804102564497,460.4164204795736,-375.2606063128597,0.0,-0.0058251794131365,-0.0876109307133674,-0.0876109307133674,986.881986366364,-0.0016832071222552,-0.0119339384967815,-1000.0,1000.0,135.964694851692,-644.1040758135898,-3.2855024781437123,-0.1460182178556124,-0.0116309612147915,539.5835795204264,-500.1788912529533,-1000.0,-0.0057397362868414, Neutralism
SRR13077668.bin.39.fbc2XSRR13077668.bin.7.fbc2 ,-0.0526373477674724,-0.0526373477674724,216.5879549943588,-0.0010112842991247,-0.0071700056805639,-1000.0,999.9210389219274,-1000.0,-115.72984632874454,-1.9739561619152253,-0.0877289129457494,-0.0069879745067282,0.0,-12.933709457027703,-999.9210389219272,-0.0034484794598483,-0.1154285702914421,-0.1154285702914421,783.4120450056412,-0.0022176478441906,-0.0157231232154799,1000.0,-1000.0,323.4158892270477,-884.2701536712555,-4.328693356559484,-0.192380950485699,-0.0153239466035302,1000.0,-401.1980310242891,1000.0,-0.0075621791487492, Amensalism
SRR13077668.bin.9.fbc2XSRR13077668.bin.7.fbc2 ,-0.0939556789495554,-0.0939556789495554,216.5879549943584,-0.0018051043025479,-0.0127981895053608,-338.3559269393361,1000.0,0.0,-115.7298463287474,-3.523437241344709,-0.1565927982492212,-0.0124732707308794,0.0,-165.44625390115243,-1000.0,-0.0061554056718478,-0.1154285702914421,-0.1154285702914421,783.4120450056416,-0.0022176478441906,-0.0157231232154799,1000.0,-1000.0,323.41588922704705,-884.2701536712526,-4.328693356559484,-0.192380950485699,-0.0153239466035302,1000.0,-401.1980310242891,1000.0,-0.0075621791487492, Amensalism
